295.000 0.000 5.292 3.03 -0.392 6.117
295.000 0.100 8.56 0.308 -1.02 8.64
295.000 0.200 6.302 -3.787 -0.664 7.408
295.000 0.300 2.05 -4.279 0.022 4.781
295.000 0.400 -0.794 -3.582 0.57 3.761
295.000 0.500 -3.382 -2.671 1.316 4.554
295.000 0.600 -5.105 -0.065 2.076 5.554
295.000 0.700 -4.16 2.445 2.522 5.478
295.000 0.800 -2.832 4.535 2.912 6.108
295.000 0.900 -0.535 7.352 2.584 7.817
295.000 1.000 3.491 10.466 1.9 11.2
295.000 1.100 10.944 14.396 1.393 18.142
295.000 1.200 25.417 15.655 0.74 29.863
295.000 1.300 37.622 4.457 -0.131 37.91
295.000 1.400 33.421 -4.989 -1.136 33.932
295.000 1.500 30.926 -10.091 -2.635 32.827
295.000 1.600 21.271 -18.045 -1.636 28.036
295.000 1.700 8.489 -17.535 0.466 19.506
295.000 1.800 1.256 -14.181 1.527 14.32
295.000 1.900 -2.944 -12.508 1.839 12.981
295.000 2.000 -7.617 -12.816 1.51 14.988
295.000 2.100 -16.167 -13.83 0.635 21.288
295.000 2.200 -27.603 -7.772 0.213 28.677
295.000 2.300 -24.214 3.906 0.498 24.532
295.000 2.400 -14.103 4.884 1.583 15.011
295.000 2.500 -9.918 2.35 2.861 10.591
295.000 2.600 -9.846 1.196 3.987 10.693
295.000 2.700 -10.054 3.463 4.425 11.518
295.000 2.800 -6.354 5.755 2.677 8.984
295.000 2.900 -2.372 4.798 0.838 5.423
295.000 3.000 -0.333 3.168 0.253 3.204
295.000 3.100 0.802 2.626 0.282 2.768
295.000 3.200 2.563 3.052 -0.09 3.995
295.000 3.300 6.017 2.783 -1.329 6.768
295.000 3.400 8.943 -1.126 -2.461 9.35
295.000 3.500 6.708 -5.515 -1.702 8.854
295.000 3.600 3.321 -6.988 -0.352 7.748
295.000 3.700 0.504 -7.796 1.219 7.908
295.000 3.800 -2.396 -8.101 2.944 8.946
295.000 3.900 -5.474 -8.144 4.118 10.643
295.000 4.000 -9.716 -8.133 4.814 13.557
295.000 4.100 -14.089 -5.63 5.274 16.069
295.000 4.200 -14.255 -3.247 4.937 15.44
295.000 4.300 -15.119 -2.747 5.089 16.201
295.000 4.400 -14.361 -0.549 6.343 15.725
295.000 4.500 -12.415 -0.325 8.445 15.028
295.000 4.600 -12.509 0.274 10.377 16.261
295.000 4.700 -13.757 2.255 11.367 17.992
295.000 4.800 -14.501 7.479 10.842 19.592
295.000 4.900 -9.844 12.803 6.49 17.407
295.000 5.000 -3.568 12.853 0.641 13.362
295.000 5.100 0.755 9.778 -4.219 10.712
295.000 5.200 3.18 5.023 -7.623 9.755
295.000 5.300 2.986 -1.126 -8.711 9.378
295.000 5.400 -0.847 -6.286 -6.907 9.424
295.000 5.500 -6.219 -7.38 -3.906 10.423
295.000 5.600 -9.199 -6.46 -1.898 11.406
295.000 5.700 -12.767 -5.071 -0.377 13.746
295.000 5.800 -13.424 -0.722 -0.041 13.446
295.000 5.900 -11.621 0.922 -1.038 11.708
295.000 6.000 -9.995 3.292 -2.178 10.785
295.000 6.100 -4.468 3.598 -3.387 6.736
295.000 6.200 -0.663 -0.694 -4.161 4.31
295.000 6.300 -1.29 -6.385 -3.408 7.356
295.000 6.400 -5.477 -11.452 -1.337 12.788
295.000 6.500 -13.595 -16.104 1.948 21.183
295.000 6.600 -28.153 -16.319 7.398 33.371
295.000 6.700 -37.825 -2.464 11.606 39.65
295.000 6.800 -28.141 8.55 10.019 31.114
295.000 6.900 -18.595 8.478 8.496 22.23
295.000 7.000 -14.026 6.932 7.581 17.489
295.000 7.100 -12.148 5.849 7.118 15.325
295.000 7.200 -10.779 6.251 6.565 14.134
295.000 7.300 -9.132 6.594 5.631 12.624
295.000 7.400 -7.44 7.847 4.749 11.83
295.000 7.500 -4.009 9.074 2.863 10.332
295.000 7.600 -0.218 8.885 0.879 8.933
295.000 7.700 3.554 8.29 -0.784 9.057
295.000 7.800 8.108 6.147 -2.523 10.492
295.000 7.900 9.271 0.911 -3.154 9.849
295.000 8.000 6.014 -1.577 -2.483 6.712
295.000 8.100 3.887 -1.582 -2.384 4.842
295.000 8.200 3.229 -1.996 -3.044 4.878
295.000 8.300 2.461 -4.441 -4.061 6.512
295.000 8.400 -1.754 -8.582 -4.158 9.702
295.000 8.500 -10.332 -9.802 -3.046 14.574
295.000 8.600 -15.16 -4.849 -0.401 15.944
295.000 8.700 -13.505 -2.022 3.976 14.234
295.000 8.800 -13.467 0.115 7.668 15.5
295.000 8.900 -14.26 3.513 8.555 17.009
295.000 9.000 -14.635 10.176 8.209 19.643
295.000 9.100 -4.669 19.838 5.272 21.057
295.000 9.200 14.387 19.039 0.498 23.87
295.000 9.300 22.998 5.05 -2.15 23.649
295.000 9.400 15.616 -2.351 -2.154 15.948
295.000 9.500 10.701 -1.499 -2.54 11.11
295.000 9.600 10.968 -0.422 -3.704 11.593
295.000 9.700 13.238 -3.807 -5.331 14.78
295.000 9.800 8.599 -11.209 -4.074 14.716
295.000 9.900 -2.332 -12.524 -0.439 12.763
295.000 10.000 -8.86 -6.962 2.233 11.501
295.000 10.100 -8.383 -3.324 3.785 9.794
295.000 10.200 -8.338 -2.242 5.237 10.112
295.000 10.300 -9.545 -0.991 6.137 11.404
295.000 10.400 -11.396 2.309 6.696 13.429
295.000 10.500 -8.777 7.858 4.91 12.771
295.000 10.600 -2.251 9.181 1.376 9.557
295.000 10.700 2.964 6.974 -0.941 7.64
295.000 10.800 7.116 4.013 -1.678 8.345
295.000 10.900 9.816 -2.079 -1.232 10.116
295.000 11.000 4.329 -7.955 1.124 9.137
295.000 11.100 -3.472 -6.42 3.718 8.204
295.000 11.200 -5.978 -0.97 4.788 7.732
295.000 11.300 -4.421 2.238 4.359 6.611
295.000 11.400 -2.767 3.372 3.106 5.365
295.000 11.500 -1.431 3.367 1.474 3.952
295.000 11.600 -0.707 2.311 0.194 2.431
295.000 11.700 -1.092 0.927 -0.091 1.441
295.000 11.800 -2.294 0.554 0.457 2.412
295.000 11.900 -2.697 1.42 0.7 3.135
295.000 12.000 -2.297 1.953 0.49 3.062
295.000 12.100 -1.683 2.7 0.292 3.203
295.000 12.200 -0.14 3.093 -0.161 3.107
295.000 12.300 1.102 2.548 -0.305 2.798
295.000 12.400 1.439 2.3 0.378 2.746
295.000 12.500 1.862 3.615 1.291 4.274
295.000 12.600 4.206 6.288 1.309 7.685
295.000 12.700 9.831 7.793 -0.282 12.554
295.000 12.800 14.337 4.059 -2.27 15.078
295.000 12.900 12.225 0.929 -2.956 12.616
295.000 13.000 10.527 0.873 -3.945 11.28
295.000 13.100 10.543 0.635 -4.531 11.497
295.000 13.200 11.615 -0.525 -4.875 12.611
295.000 13.300 10.772 -3.467 -3.781 11.935
295.000 13.400 7.693 -3.848 -1.179 8.687
295.000 13.500 5.989 -2.267 0.39 6.422
295.000 13.600 5.701 -0.488 0.784 5.781
295.000 13.700 6.907 -0.329 0.256 6.925
295.000 13.800 5.754 -1.855 -0.21 6.054
295.000 13.900 3.603 -1.602 -0.623 3.996
295.000 14.000 2.797 -0.951 -1.19 3.188
295.000 14.100 2.813 -0.851 -1.726 3.41
295.000 14.200 2.925 -1.464 -1.896 3.783
295.000 14.300 2.687 -2.202 -1.427 3.758
295.000 14.400 2.214 -2.962 -0.705 3.767
295.000 14.500 0.731 -3.681 0.478 3.786
295.000 14.600 -1.39 -3.096 1.735 3.817
295.000 14.700 -2.683 -1.534 2.085 3.735
295.000 14.800 -3.271 -0.447 1.587 3.669
295.000 14.900 -3.599 0.824 1.019 3.836
295.000 15.000 -2.286 1.714 0.446 2.898
295.100 0.000 4.542 2.591 2.799 5.936
295.100 0.100 7.312 0.28 3.933 8.317
295.100 0.200 5.513 -3.207 3 7.067
295.100 0.300 2.023 -3.792 1.237 4.504
295.100 0.400 -0.575 -3.533 0.183 3.628
295.100 0.500 -3.284 -2.897 -0.348 4.442
295.100 0.600 -5.324 -0.676 -0.374 5.428
295.100 0.700 -5.528 1.355 0.678 5.778
295.100 0.800 -5.719 3.869 2.037 7.234
295.100 0.900 -2.97 7.477 2.731 8.508
295.100 1.000 1.749 9.781 3.883 10.686
295.100 1.100 8.114 12.185 6.975 16.23
295.100 1.200 18.365 12.244 12.665 25.452
295.100 1.300 26.784 4.428 17.05 32.08
295.100 1.400 26.674 -2.627 15.616 31.117
295.100 1.500 26.762 -8.58 13.853 31.478
295.100 1.600 18.648 -16.644 10.337 27.119
295.100 1.700 6.987 -16.545 6.158 18.999
295.100 1.800 -0.029 -13.429 3.459 13.868
295.100 1.900 -4.53 -11.509 1.503 12.463
295.100 2.000 -8.61 -10.173 -1.399 13.408
295.100 2.100 -13.045 -9.485 -7.212 17.672
295.100 2.200 -18.584 -5.947 -13.039 23.468
295.100 2.300 -17.526 0.178 -11.309 20.86
295.100 2.400 -13.727 1.061 -5.036 14.665
295.100 2.500 -12.276 0.813 -1.438 12.392
295.100 2.600 -12.778 0.535 -1.031 12.832
295.100 2.700 -13.526 3.921 -1.241 14.139
295.100 2.800 -7.479 7.182 -1.255 10.451
295.100 2.900 -1.389 5.319 -1.152 5.626
295.100 3.000 0.728 2.558 -0.212 2.678
295.100 3.100 1.104 2.089 1.122 2.622
295.100 3.200 2.749 3.244 1.872 4.652
295.100 3.300 6.991 3.479 2.193 8.117
295.100 3.400 10.901 -0.92 2.377 11.199
295.100 3.500 8.554 -5.891 1.916 10.565
295.100 3.600 5.21 -7.734 1.568 9.458
295.100 3.700 1.359 -9.395 2.35 9.779
295.100 3.800 -3.446 -9.304 3.498 10.52
295.100 3.900 -7.295 -8.015 3.323 11.337
295.100 4.000 -10.863 -7.226 1.479 13.135
295.100 4.100 -14.318 -4.876 -0.645 15.148
295.100 4.200 -14.021 -2.999 -1.32 14.415
295.100 4.300 -14.145 -3.589 -0.948 14.648
295.100 4.400 -14.643 -3.457 1.502 15.149
295.100 4.500 -15.96 -3.618 5.562 17.307
295.100 4.600 -18.27 -1.379 8.572 20.253
295.100 4.700 -20.261 2.046 9.258 22.408
295.100 4.800 -21.845 10.057 7.658 25.269
